CHARGE_FILING_DATE,CP_SEX,CP_NATIONAL_ORIGIN,CP_DOB,HISPANIC_CP,CP_RACE_STRING,R_NAICS_CODE,R_NAICS_DESCRIPTION,R_NUMBER_OF_EMPLOYEES,R_TYPE
Mar/21/2003 ,Female,Other National Origin - Obsolete,Oct/31/1951 ,NULL,B,238990,All Other Specialty Trade Contractors,15 - 100 Employees,Private Employer
Mar/21/2003 ,Female,Hispanic - Obsolete,Jun/26/1985 ,NULL,W,722110,Full-Service Restaurants,15 - 100 Employees,Private Employer
Mar/21/2003 ,Female,NULL,NULL,NULL,NULL,611110,Elementary and Secondary Schools,15 - 100 Employees,Public Elem/Secondary School
Mar/21/2003 ,Female,Other National Origin - Obsolete,Jun/14/1965 ,NULL,O,311999,All Other Miscellaneous Food Manufacturing,15 - 100 Employees,Private Employer
Mar/24/2003 ,Female,Other National Origin - Obsolete,Aug/27/1969 ,NULL,O,NULL,NULL,15 - 100 Employees,Private Employer
Mar/25/2003 ,Female,Other National Origin - Obsolete,Feb/10/1971 ,NULL,O,NULL,NULL,101 - 200 Employees,Private Employer
Mar/25/2003 ,Female,Other National Origin - Obsolete,Jan/27/1973 ,NULL,W,523991,"Trust, Fiduciary, and Custody Activities",15 - 100 Employees,Private Employer
Mar/25/2003 ,Female,Hispanic - Obsolete,Mar/13/1977 ,NULL,O,NULL,NULL,201 - 500 Employees,Private Employer
Mar/25/2003 ,Female,Other National Origin - Obsolete,Jul/02/1963 ,NULL,W,621999,All Other Miscellaneous Ambulatory Health Care Services,15 - 100 Employees,Private Employer
Mar/25/2003 ,Female,NULL,Apr/26/1951 ,NULL,W,NULL,NULL,501+ Employees,State/Local Govt
Mar/26/2003 ,Female,Mexican - Obsolete,Mar/03/1962 ,NULL,W,NULL,NULL,15 - 100 Employees,Private Employer
Mar/26/2003 ,Female,Other National Origin - Obsolete,Jan/01/1960 ,NULL,W,561499,All Other Business Support Services,15 - 100 Employees,Private Employer
Mar/26/2003 ,Male,Other National Origin - Obsolete,Jun/22/1954 ,NULL,B,453310,Used Merchandise Stores,15 - 100 Employees,Private Employer
Mar/26/2003 ,Female,Other National Origin - Obsolete,Apr/09/1977 ,NULL,B,611110,Elementary and Secondary Schools,501+ Employees,Public Elem/Secondary School
Mar/26/2003 ,Female,Other National Origin - Obsolete,Aug/02/1949 ,NULL,W,621999,All Other Miscellaneous Ambulatory Health Care Services,15 - 100 Employees,Private Employer
Mar/26/2003 ,Female,Other National Origin - Obsolete,Jun/18/1974 ,NULL,B,422210,Drugs and Druggists' Sundries Wholesalers,101 - 200 Employees,Private Employer
Mar/26/2003 ,Female,Other National Origin - Obsolete,Oct/08/1958 ,NULL,B,NULL,NULL,15 - 100 Employees,Private Employer
Mar/26/2003 ,Male,Other National Origin - Obsolete,Nov/08/1981 ,NULL,B,488490,Other Support Activities for Road Transportation,201 - 500 Employees,Private Employer
Mar/26/2003 ,Female,Other National Origin - Obsolete,Apr/14/1970 ,NULL,W,524298,All Other Insurance Related Activities,Under 15 Employees,Private Employer
Mar/27/2003 ,Female,Other National Origin - Obsolete,NULL,NULL,O,611699,All Other Miscellaneous Schools and Instruction,501+ Employees,State/Local Govt
Mar/27/2003 ,Female,Other National Origin - Obsolete,Oct/19/1964 ,NULL,W,621999,All Other Miscellaneous Ambulatory Health Care Services,15 - 100 Employees,Private Employer
Mar/27/2003 ,Female,Other National Origin - Obsolete,Mar/03/1983 ,NULL,W,445299,All Other Specialty Food Stores,501+ Employees,Private Employer
Mar/27/2003 ,Female,NULL,NULL,NULL,NULL,NULL,NULL,501+ Employees,Private Employer
Mar/28/2003 ,Female,Other National Origin - Obsolete,Dec/30/1962 ,NULL,B,444190,Other Building Material Dealers,15 - 100 Employees,Private Employer
Mar/28/2003 ,Female,Other National Origin - Obsolete,Mar/17/1969 ,NULL,O,561499,All Other Business Support Services,101 - 200 Employees,Private Employer
Mar/28/2003 ,Male,NULL,Jan/30/1968 ,NULL,B,541990,"All Other Professional, Scientific, and Technical Services",201 - 500 Employees,Private Employer
Mar/28/2003 ,Female,Other National Origin - Obsolete,NULL,NULL,O,484121,"General Freight Trucking, Long-Distance, Truckload",Unknown Number Of Employees,Private Employer
Mar/31/2003 ,Female,Other National Origin - Obsolete,Apr/26/1972 ,NULL,B,722110,Full-Service Restaurants,15 - 100 Employees,Private Employer
Mar/31/2003 ,Female,Hispanic - Obsolete,Feb/22/1965 ,NULL,O,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,501+ Employees,Private Employer
Mar/31/2003 ,Female,Other National Origin - Obsolete,Jul/21/1976 ,NULL,W,238210,Electrical Contractors and Other Wiring Installation Contractors,Unknown Number Of Employees,Private Employer
Mar/31/2003 ,Female,Other National Origin - Obsolete,Feb/04/1979 ,NULL,W,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),501+ Employees,Private Employer
Mar/31/2003 ,Male,Other National Origin - Obsolete,NULL,NULL,W,236220,Commercial and Institutional Building Construction,15 - 100 Employees,Private Employer
Mar/31/2003 ,Female,"Arab, Afganhi or Middle-Eastern - Obsolete",Nov/17/1959 ,NULL,W,921190,Other General Government Support,201 - 500 Employees,State/Local Govt
Mar/31/2003 ,Female,Hispanic - Obsolete,Dec/13/1960 ,NULL,O,722110,Full-Service Restaurants,501+ Employees,Private Employer
Mar/31/2003 ,Male,Other National Origin - Obsolete,Oct/26/1961 ,NULL,W,212319,Other Crushed and Broken Stone Mining and Quarrying,501+ Employees,Private Employer
Mar/31/2003 ,Female,Other National Origin - Obsolete,Aug/04/1966 ,NULL,B,722110,Full-Service Restaurants,15 - 100 Employees,Private Employer
Apr/01/2003 ,Female,Other National Origin - Obsolete,Jul/16/1953 ,NULL,O,561499,All Other Business Support Services,15 - 100 Employees,Private Employer
Apr/01/2003 ,Male,Other National Origin - Obsolete,Feb/29/1948 ,NULL,W,NULL,NULL,101 - 200 Employees,Private Employer
Apr/01/2003 ,Female,NULL,NULL,NULL,O,NULL,NULL,NULL,Private Employer
Apr/02/2003 ,Female,Other National Origin - Obsolete,Apr/27/1975 ,NULL,A,NULL,NULL,15 - 100 Employees,Private Employer
Apr/03/2003 ,Female,NULL,Jun/01/1971 ,NULL,W,812990,All Other Personal Services,201 - 500 Employees,Private Employment Agency
Apr/03/2003 ,Female,NULL,Feb/12/1955 ,NULL,B,611699,All Other Miscellaneous Schools and Instruction,501+ Employees,Public Elem/Secondary School
Apr/02/2003 ,Female,Other National Origin - Obsolete,Aug/23/1972 ,NULL,W,921190,Other General Government Support,NULL,State/Local Govt
Apr/03/2003 ,Female,Other National Origin - Obsolete,Aug/20/1971 ,NULL,W,NULL,NULL,15 - 100 Employees,Private Employer
Apr/03/2003 ,Female,Other National Origin - Obsolete,Sep/18/1961 ,NULL,B,522390,Other Activities Related to Credit Intermediation,501+ Employees,Private Employer
Apr/04/2003 ,Female,Other National Origin - Obsolete,May/03/1964 ,NULL,W,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,501+ Employees,Private Employer
Apr/04/2003 ,Female,Other National Origin - Obsolete,Sep/15/1986 ,NULL,W,722110,Full-Service Restaurants,501+ Employees,Private Employer
Apr/04/2003 ,Female,Other National Origin - Obsolete,Oct/03/1975 ,NULL,A,922120,Police Protection,15 - 100 Employees,State/Local Govt
Apr/04/2003 ,CP Sex Not Available/Applicable,NULL,Oct/04/1972 ,NULL,NULL,561450,Credit Bureaus,501+ Employees,Private Employer
Apr/04/2003 ,Male,Other National Origin - Obsolete,Nov/01/1981 ,NULL,W,517310,Telecommunications Resellers,501+ Employees,Private Employer
Apr/05/2003 ,Male,Hispanic - Obsolete,Aug/02/1983 ,NULL,W,322211,Corrugated and Solid Fiber Box Manufacturing,501+ Employees,Private Employer
Apr/07/2003 ,Female,Hispanic - Obsolete,Sep/23/1965 ,NULL,NULL,NULL,NULL,15 - 100 Employees,Private Employer
Apr/07/2003 ,Female,Other National Origin - Obsolete,Nov/30/1965 ,NULL,B,622110,General Medical and Surgical Hospitals,501+ Employees,Private Employer
Apr/07/2003 ,Female,Other National Origin - Obsolete,Aug/30/1977 ,NULL,O,541990,"All Other Professional, Scientific, and Technical Services",15 - 100 Employees,Private Employer
Apr/07/2003 ,Male,Other National Origin - Obsolete,Jul/11/1957 ,NULL,W,NULL,NULL,501+ Employees,Private Employer
Apr/08/2003 ,Female,Other National Origin - Obsolete,NULL,NULL,W,721110,Hotels (except Casino Hotels) and Motels,101 - 200 Employees,Private Employer
Apr/08/2003 ,Female,Other National Origin - Obsolete,Jan/31/1956 ,NULL,W,721110,Hotels (except Casino Hotels) and Motels,15 - 100 Employees,Private Employer
Apr/09/2003 ,Female,NULL,NULL,NULL,NULL,NULL,NULL,15 - 100 Employees,Private Employer
Apr/09/2003 ,Female,Hispanic - Obsolete,NULL,NULL,O,561790,Other Services to Buildings and Dwellings,501+ Employees,Private Employer
Apr/10/2003 ,Female,Other National Origin - Obsolete,Sep/15/1969 ,NULL,W,NULL,NULL,501+ Employees,Private Employer
Apr/10/2003 ,Male,Hispanic - Obsolete,Jan/08/1970 ,NULL,O,314999,All Other Miscellaneous Textile Product Mills,501+ Employees,Private Employer
Apr/10/2003 ,Female,Other National Origin - Obsolete,Nov/05/1968 ,NULL,A,441110,New Car Dealers,201 - 500 Employees,Private Employer
Apr/10/2003 ,Female,Other National Origin - Obsolete,Dec/15/1971 ,NULL,O,813319,Other Social Advocacy Organizations,101 - 200 Employees,Private Employer
Apr/10/2003 ,Female,Other National Origin - Obsolete,Oct/19/1962 ,NULL,B,541990,"All Other Professional, Scientific, and Technical Services",201 - 500 Employees,Private Employer
Apr/10/2003 ,Female,Other National Origin - Obsolete,Jul/30/1957 ,NULL,W,921190,Other General Government Support,15 - 100 Employees,Private Employer
Apr/11/2003 ,Female,Other National Origin - Obsolete,Oct/23/1962 ,NULL,W,621999,All Other Miscellaneous Ambulatory Health Care Services,15 - 100 Employees,Private Employer
Apr/11/2003 ,Female,Other National Origin - Obsolete,Nov/16/1956 ,NULL,O,713990,All Other Amusement and Recreation Industries,15 - 100 Employees,Private Employer
Apr/11/2003 ,Male,Other National Origin - Obsolete,Jun/04/1956 ,NULL,B,NULL,NULL,15 - 100 Employees,Private Employer
Apr/11/2003 ,Female,Other National Origin - Obsolete,Aug/05/1962 ,NULL,B,331513,Steel Foundries (except Investment),501+ Employees,Private Employer
Apr/14/2003 ,Female,Other National Origin - Obsolete,Jan/12/1955 ,NULL,B,722110,Full-Service Restaurants,15 - 100 Employees,Private Employer
Apr/14/2003 ,Female,NULL,Aug/06/1967 ,NULL,W,452990,All Other General Merchandise Stores,501+ Employees,Private Employer
Apr/14/2003 ,Female,Other National Origin - Obsolete,May/09/1979 ,NULL,O,722110,Full-Service Restaurants,15 - 100 Employees,Private Employer
Apr/14/2003 ,Female,Other National Origin - Obsolete,Apr/13/1956 ,NULL,A,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)",NULL,Public Elem/Secondary School
Apr/14/2003 ,Female,"Arab, Afganhi or Middle-Eastern - Obsolete",NULL,NULL,W,NULL,NULL,501+ Employees,Private Employer
Apr/14/2003 ,Female,Hispanic - Obsolete,Feb/24/1965 ,NULL,W,NULL,NULL,15 - 100 Employees,State/Local Govt
Apr/15/2003 ,Male,NULL,Dec/04/1939 ,NULL,W,311999,All Other Miscellaneous Food Manufacturing,501+ Employees,Private Employer
Apr/15/2003 ,Male,NULL,Oct/03/1978 ,NULL,B,721110,Hotels (except Casino Hotels) and Motels,501+ Employees,Private Employer
Apr/15/2003 ,Female,NULL,Jun/18/1964 ,NULL,B,NULL,NULL,201 - 500 Employees,Private Employer
Apr/16/2003 ,Female,NULL,NULL,NULL,NULL,922190,"Other Justice, Public Order, and Safety Activities",15 - 100 Employees,Private Employer
Apr/16/2003 ,Female,Other National Origin - Obsolete,Mar/17/1964 ,NULL,O,422490,Other Grocery and Related Products Wholesalers,15 - 100 Employees,Private Employer
Apr/16/2003 ,Female,Other National Origin - Obsolete,May/04/1973 ,NULL,O,441110,New Car Dealers,15 - 100 Employees,Private Employer
Apr/16/2003 ,Female,Other National Origin - Obsolete,Aug/17/1959 ,NULL,W,922190,"Other Justice, Public Order, and Safety Activities",501+ Employees,State/Local Govt
Apr/16/2003 ,Male,Hispanic - Obsolete,Sep/09/1963 ,NULL,O,339113,Surgical Appliance and Supplies Manufacturing,101 - 200 Employees,Private Employer
Apr/17/2003 ,Female,Other National Origin - Obsolete,Aug/20/1964 ,NULL,W,NULL,NULL,15 - 100 Employees,Private Employer
Apr/17/2003 ,Female,NULL,Jul/14/1972 ,NULL,NULL,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",501+ Employees,Private Employer
Apr/17/2003 ,Female,NULL,Jan/25/1965 ,NULL,W,926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",101 - 200 Employees,Private Employer
Apr/17/2003 ,Male,NULL,NULL,NULL,NULL,NULL,NULL,501+ Employees,Private Employer
Apr/18/2003 ,Male,Other National Origin - Obsolete,May/27/1965 ,NULL,B,442110,Furniture Stores,201 - 500 Employees,Private Employer
Apr/18/2003 ,Male,Other National Origin - Obsolete,Apr/06/1966 ,NULL,W,NULL,NULL,15 - 100 Employees,Private Employer
Apr/18/2003 ,Male,Mexican - Obsolete,Jan/01/1986 ,NULL,W,NULL,NULL,15 - 100 Employees,Private Employer
Apr/21/2003 ,Female,NULL,Sep/15/1960 ,NULL,I,921190,Other General Government Support,501+ Employees,State/Local Govt
Apr/21/2003 ,Male,Other National Origin - Obsolete,Dec/24/1968 ,NULL,W,336611,Ship Building and Repairing,15 - 100 Employees,Private Employer
Apr/21/2003 ,Female,Other National Origin - Obsolete,Aug/29/1979 ,NULL,B,237990,Other Heavy and Civil Engineering Construction,101 - 200 Employees,Private Employer
Apr/21/2003 ,Female,Other National Origin - Obsolete,NULL,NULL,B,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,15 - 100 Employees,Private Employer
Apr/21/2003 ,Female,NULL,Sep/15/1976 ,NULL,W,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),201 - 500 Employees,Private Employer
Apr/22/2003 ,Female,Other National Origin - Obsolete,NULL,NULL,W,453210,Office Supplies and Stationery Stores,101 - 200 Employees,Private Employer
Apr/22/2003 ,Female,Other National Origin - Obsolete,Apr/27/1977 ,NULL,W,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),15 - 100 Employees,Private Employer
Apr/23/2003 ,Female,Other National Origin - Obsolete,Jan/26/1973 ,NULL,W,NULL,NULL,15 - 100 Employees,Private Employer
Apr/23/2003 ,Female,Other National Origin - Obsolete,Mar/06/1973 ,NULL,O,NULL,NULL,101 - 200 Employees,Private Employer
Apr/23/2003 ,Female,NULL,Nov/29/1978 ,NULL,W,811198,All Other Automotive Repair and Maintenance,501+ Employees,Private Employer
Apr/24/2003 ,Female,NULL,Apr/29/1980 ,NULL,W,517910,Other Telecommunications,NULL,Private Employer
Apr/24/2003 ,Female,Other National Origin - Obsolete,Sep/20/1958 ,NULL,W,NULL,NULL,15 - 100 Employees,Private Employer
Apr/24/2003 ,Female,NULL,Jan/16/1960 ,NULL,B,811198,All Other Automotive Repair and Maintenance,101 - 200 Employees,Private Employer
Apr/24/2003 ,Male,Other National Origin - Obsolete,Aug/01/1957 ,NULL,B,561450,Credit Bureaus,201 - 500 Employees,Private Employer
Apr/24/2003 ,Female,Other National Origin - Obsolete,Jul/14/1963 ,NULL,W,624410,Child Day Care Services,15 - 100 Employees,Private Employer
Apr/24/2003 ,Female,Other National Origin - Obsolete,NULL,NULL,O,334119,Other Computer Peripheral Equipment Manufacturing,501+ Employees,Private Employer
Apr/25/2003 ,Female,Other National Origin - Obsolete,Jan/01/1950 ,NULL,NULL,611310,"Colleges, Universities, and Professional Schools",15 - 100 Employees,Public College/University
Apr/25/2003 ,Female,Other National Origin - Obsolete,Mar/29/1944 ,NULL,W,561499,All Other Business Support Services,501+ Employees,Private Employer
Apr/25/2003 ,Female,Other National Origin - Obsolete,Sep/14/1952 ,NULL,W,517910,Other Telecommunications,15 - 100 Employees,Private Employer
Apr/25/2003 ,Female,NULL,NULL,NULL,NULL,323122,Prepress Services,15 - 100 Employees,Private Employer
Apr/25/2003 ,Female,Other National Origin - Obsolete,Jun/07/1965 ,NULL,O,NULL,NULL,501+ Employees,Private Employer
Apr/28/2003 ,Male,Other National Origin - Obsolete,Sep/26/1971 ,NULL,W,NULL,NULL,15 - 100 Employees,Private Employer
Apr/29/2003 ,Female,NULL,Oct/21/2002 ,NULL,W,921190,Other General Government Support,15 - 100 Employees,Private Employer
Apr/29/2003 ,Female,Other National Origin - Obsolete,NULL,NULL,W,523120,Securities Brokerage,501+ Employees,Private Employer
Apr/29/2003 ,Female,Other National Origin - Obsolete,NULL,NULL,W,315999,Other Apparel Accessories and Other Apparel Manufacturing,501+ Employees,Private Employer
Apr/29/2003 ,Female,Other National Origin - Obsolete,Jun/26/1952 ,NULL,W,441229,All Other Motor Vehicle Dealers,15 - 100 Employees,Private Employer
Apr/29/2003 ,Female,Other National Origin - Obsolete,Dec/20/1968 ,NULL,W,331513,Steel Foundries (except Investment),501+ Employees,Private Employer
Apr/30/2003 ,Male,Other National Origin - Obsolete,Jun/23/1941 ,NULL,W,NULL,NULL,15 - 100 Employees,Private Employer
Apr/30/2003 ,Female,Other National Origin - Obsolete,Nov/29/1981 ,NULL,W,722110,Full-Service Restaurants,15 - 100 Employees,Private Employer
Apr/30/2003 ,Female,Other National Origin - Obsolete,Dec/10/1968 ,NULL,W,421990,Other Miscellaneous Durable Goods Wholesalers,Unknown Number Of Employees,Private Employer
May/01/2003 ,Female,NULL,NULL,NULL,O,NULL,NULL,15 - 100 Employees,Private Employer
May/01/2003 ,Female,Other National Origin - Obsolete,Apr/24/1983 ,NULL,W,NULL,NULL,501+ Employees,Private Employer
May/02/2003 ,Female,NULL,Nov/19/1956 ,NULL,O,541219,Other Accounting Services,15 - 100 Employees,Private Employer
May/02/2003 ,Female,Other National Origin - Obsolete,Mar/08/1974 ,NULL,B,813110,Religious Organizations,15 - 100 Employees,Private Employer
May/02/2003 ,Male,Other National Origin - Obsolete,Oct/13/1953 ,NULL,W,422820,Wine and Distilled Alcoholic Beverage Wholesalers,101 - 200 Employees,Private Employer
May/02/2003 ,Female,Other National Origin - Obsolete,Sep/13/1968 ,NULL,O,481111,Scheduled Passenger Air Transportation,15 - 100 Employees,Private Employer
May/05/2003 ,Female,Other National Origin - Obsolete,Jul/20/1969 ,NULL,W,722110,Full-Service Restaurants,15 - 100 Employees,Private Employer
May/05/2003 ,Female,Other National Origin - Obsolete,Apr/09/1976 ,NULL,W,541990,"All Other Professional, Scientific, and Technical Services",101 - 200 Employees,Private Employer
May/05/2003 ,Female,NULL,Feb/17/1977 ,NULL,W,541990,"All Other Professional, Scientific, and Technical Services",15 - 100 Employees,Private Employer
May/06/2003 ,Female,NULL,NULL,NULL,NULL,541110,Offices of Lawyers,15 - 100 Employees,Private Employer
May/06/2003 ,Male,Other National Origin - Obsolete,Dec/15/1969 ,NULL,B,561450,Credit Bureaus,101 - 200 Employees,Private Employer
